uniprot_id,gene,length,molecular_weight,isoelectric_point,instability_index,aromaticity,gravy,charge_ph7,aa_A,aa_C,aa_D,aa_E,aa_F,aa_G,aa_H,aa_I,aa_K,aa_L,aa_M,aa_N,aa_P,aa_Q,aa_R,aa_S,aa_T,aa_V,aa_W,aa_Y,dp_LL,dp_VV,dp_FF,dp_WW,dp_GG,dp_PP,dp_KK,dp_RR,dp_DE,dp_KR,hydrophobic_fraction,positive_fraction,negative_fraction,charge_ratio,polar_fraction,tiny_fraction,cysteine_count,sequence_entropy
tr|A6TCD3|A6TCD3_KLEP7,hisS,414,45972.42,5.228,26.864,0.0821,-0.2961,-12.562,0.08454,0.00725,0.0628,0.07488,0.02899,0.09903,0.01691,0.0314,0.03382,0.11594,0.01932,0.03382,0.03382,0.04831,0.07488,0.04348,0.05314,0.08454,0.01449,0.03865,0.01211,0.01211,0.0,0.00242,0.00969,0.0,0.00242,0.00242,0.00484,0.00484,0.3333,0.1256,0.1377,-0.0121,0.1787,0.2271,3,4.0686
tr|A6TCI7|A6TCI7_KLEP7,rpoE,191,21719.45,5.382,51.979,0.0785,-0.2942,-3.713,0.08901,0.00524,0.06283,0.08377,0.03665,0.04188,0.00524,0.05759,0.03665,0.09424,0.02094,0.04188,0.04188,0.04712,0.09424,0.0733,0.03141,0.09424,0.01047,0.03141,0.00526,0.01053,0.0,0.0,0.00526,0.01053,0.0,0.01053,0.0,0.0,0.3455,0.1361,0.1466,-0.0105,0.1937,0.2042,1,4.0492
sp|A6TCL4|RL19_KLEP7,rplS,115,13133.07,10.619,44.668,0.0609,-0.527,11.337,0.06087,0.0,0.02609,0.07826,0.03478,0.06957,0.01739,0.06087,0.09565,0.05217,0.01739,0.03478,0.02609,0.05217,0.11304,0.06957,0.03478,0.13043,0.0087,0.01739,0.0,0.02632,0.0,0.0,0.0,0.0,0.00877,0.00877,0.0,0.01754,0.3217,0.2261,0.1043,0.1217,0.1913,0.2,0,3.9661
sp|A6TCL5|TRMD_KLEP7,trmD,255,28465.97,5.308,47.701,0.0667,-0.3502,-11.44,0.07843,0.00784,0.05882,0.0902,0.02353,0.0902,0.03529,0.05882,0.03529,0.1098,0.02745,0.01569,0.05098,0.04314,0.07059,0.05882,0.04706,0.0549,0.01961,0.02353,0.01969,0.0,0.0,0.0,0.01181,0.00394,0.0,0.00787,0.00787,0.0,0.3176,0.1412,0.149,-0.0078,0.1647,0.2275,2,4.1049
sp|A6TCL6|RIMM_KLEP7,rimM,182,20592.18,4.649,27.77,0.0879,-0.2511,-11.676,0.04396,0.01099,0.09341,0.06593,0.02747,0.07692,0.01648,0.07692,0.06593,0.08791,0.02747,0.02747,0.03297,0.05495,0.03297,0.06044,0.04945,0.08791,0.03297,0.02747,0.00552,0.01105,0.0,0.0,0.0,0.0,0.00552,0.0,0.0,0.0,0.3681,0.1154,0.1593,-0.044,0.1923,0.1813,2,4.1361
sp|A6TE47|RS21_KLEP7,rpsU,71,8499.85,11.15,87.245,0.0704,-1.0901,13.279,0.12676,0.01408,0.01408,0.11268,0.04225,0.01408,0.01408,0.01408,0.12676,0.05634,0.01408,0.02817,0.04225,0.0,0.19718,0.02817,0.04225,0.08451,0.0,0.02817,0.0,0.0,0.0,0.0,0.0,0.0,0.01429,0.05714,0.0,0.04286,0.2394,0.338,0.1268,0.2113,0.0986,0.169,1,3.6408
tr|A6TE49|A6TE49_KLEP7,rpoD,613,70396.68,4.686,47.543,0.0506,-0.6263,-45.507,0.0783,0.00489,0.08483,0.12072,0.02447,0.03915,0.01305,0.07015,0.0571,0.08646,0.04405,0.03263,0.031,0.0522,0.07504,0.04731,0.06036,0.0522,0.00653,0.01958,0.00654,0.0,0.0,0.00163,0.0,0.0,0.0049,0.0049,0.0098,0.00163,0.3034,0.1452,0.2055,-0.0604,0.1925,0.1648,3,4.0524
sp|A6TEI4|RS15_KLEP7,rpsO,89,10208.63,10.462,53.927,0.0449,-0.6213,7.454,0.07865,0.0,0.04494,0.06742,0.02247,0.06742,0.05618,0.03371,0.07865,0.13483,0.02247,0.02247,0.0,0.04494,0.1236,0.08989,0.02247,0.06742,0.0,0.02247,0.03409,0.0,0.0,0.0,0.0,0.0,0.01136,0.03409,0.0,0.01136,0.3034,0.2584,0.1124,0.1461,0.1798,0.236,0,3.8547
sp|A6TEI6|RBFA_KLEP7,rbfA,133,15096.28,6.616,46.296,0.0602,-0.3534,-0.693,0.08271,0.0,0.07519,0.08271,0.03759,0.05263,0.00752,0.05263,0.07519,0.08271,0.06015,0.03008,0.03008,0.03759,0.08271,0.06015,0.03759,0.09023,0.0,0.02256,0.00758,0.00758,0.00758,0.0,0.0,0.0,0.0,0.00758,0.01515,0.0,0.3459,0.1654,0.1579,0.0075,0.1654,0.1955,0,4.0135
tr|A6TEJ4|A6TEJ4_KLEP7,secG,109,11205.76,5.564,24.094,0.0734,0.3349,-1.686,0.11009,0.0,0.02752,0.02752,0.05505,0.12844,0.00917,0.06422,0.0367,0.11009,0.04587,0.04587,0.04587,0.04587,0.00917,0.10092,0.07339,0.04587,0.00917,0.00917,0.00926,0.00926,0.00926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3394,0.055,0.055,0.0,0.2661,0.3394,0,3.9047
sp|A6TEK5|RL21_KLEP7,rplU,103,11562.23,9.846,36.844,0.0777,-0.3417,5.413,0.07767,0.0,0.01942,0.09709,0.04854,0.1165,0.03883,0.07767,0.09709,0.02913,0.01942,0.00971,0.00971,0.05825,0.07767,0.02913,0.03883,0.12621,0.00971,0.01942,0.0,0.0098,0.0,0.0,0.01961,0.0,0.0,0.01961,0.0,0.0,0.3301,0.2136,0.1165,0.0971,0.1359,0.2233,0,3.8885
sp|A6TEU9|RS4_KLEP7,rpsD,206,23501.86,10.052,28.203,0.0631,-0.6733,16.322,0.09223,0.00485,0.03883,0.08252,0.01942,0.07282,0.01456,0.03398,0.09709,0.10194,0.02427,0.03883,0.02427,0.04854,0.1068,0.04854,0.02913,0.07767,0.00485,0.03883,0.00976,0.01463,0.0,0.0,0.0,0.0,0.00488,0.00976,0.0,0.00488,0.301,0.2184,0.1214,0.0971,0.165,0.2136,1,4.0013
sp|A6TEV1|RS13_KLEP7,rpsM,118,13210.42,10.759,37.78,0.0254,-0.4017,13.326,0.07627,0.01695,0.0339,0.0678,0.01695,0.09322,0.02542,0.11864,0.09322,0.07627,0.01695,0.02542,0.0339,0.01695,0.12712,0.0339,0.0678,0.05085,0.0,0.00847,0.0,0.00855,0.0,0.0,0.0,0.0,0.00855,0.01709,0.0,0.00855,0.2881,0.2458,0.1017,0.1441,0.1441,0.2034,2,3.9158
sp|A6TEV3|RL15_KLEP7,rplO,144,15134.39,11.151,46.683,0.0347,-0.2951,14.339,0.09722,0.0,0.02083,0.0625,0.02778,0.17361,0.01389,0.0625,0.08333,0.08333,0.02083,0.02083,0.02778,0.02083,0.10417,0.05556,0.04861,0.06944,0.0,0.00694,0.0,0.00699,0.0,0.0,0.03497,0.0,0.00699,0.01399,0.0,0.00699,0.2708,0.2014,0.0833,0.1181,0.1458,0.3264,0,3.8019
sp|A6TEV7|RL6_KLEP7,rplF,177,18843.49,9.71,19.956,0.0508,-0.2,8.33,0.12429,0.00565,0.05085,0.0452,0.01695,0.10734,0.01695,0.03955,0.0904,0.0678,0.0113,0.03955,0.0452,0.03955,0.0565,0.01695,0.06215,0.12994,0.00565,0.02825,0.00568,0.02273,0.0,0.0,0.0,0.0,0.01705,0.00568,0.00568,0.0,0.2994,0.1638,0.096,0.0678,0.1582,0.2486,1,3.9393
sp|A6TEV8|RS8_KLEP7,rpsH,130,14098.38,9.409,30.447,0.0462,-0.0954,4.233,0.10769,0.00769,0.04615,0.06923,0.02308,0.08462,0.0,0.06923,0.1,0.07692,0.04615,0.02308,0.03846,0.03846,0.05385,0.05385,0.04615,0.09231,0.0,0.02308,0.0,0.0155,0.0,0.0,0.00775,0.0,0.0155,0.0,0.00775,0.0,0.3308,0.1538,0.1154,0.0385,0.1615,0.2462,1,3.9756
sp|A6TEW1|RL24_KLEP7,rplX,104,11316.07,10.211,10.208,0.0481,-0.3808,10.29,0.08654,0.0,0.04808,0.05769,0.04808,0.09615,0.00962,0.07692,0.15385,0.03846,0.00962,0.05769,0.02885,0.02885,0.05769,0.04808,0.02885,0.125,0.0,0.0,0.0,0.0,0.00971,0.0,0.00971,0.0,0.01942,0.00971,0.00971,0.00971,0.2981,0.2212,0.1058,0.1154,0.1635,0.2308,0,3.8016
sp|A6TEW6|RS3_KLEP7,rpsC,232,25838.74,10.295,26.96,0.056,-0.3892,17.39,0.10345,0.0,0.03879,0.06897,0.02586,0.0819,0.01724,0.07759,0.09483,0.05603,0.02155,0.03017,0.0431,0.03879,0.09052,0.03879,0.04741,0.09483,0.01724,0.01293,0.0,0.00433,0.0,0.0,0.00866,0.0,0.00866,0.00866,0.0,0.00433,0.306,0.2026,0.1078,0.0948,0.1552,0.2241,0,4.0185
sp|A6TEX3|RS10_KLEP7,rpsJ,103,11766.46,9.854,25.916,0.0291,-0.4524,3.387,0.07767,0.0,0.07767,0.05825,0.01942,0.03883,0.02913,0.08738,0.05825,0.08738,0.01942,0.01942,0.04854,0.05825,0.1165,0.02913,0.07767,0.08738,0.0,0.00971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01961,0.3107,0.2039,0.1359,0.068,0.1845,0.1456,0,3.9461
sp|A6TFH4|SYGB_KLEP7,glyS,689,76330.35,5.394,32.573,0.0711,-0.1794,-17.402,0.12772,0.00435,0.06967,0.07692,0.04209,0.05806,0.01742,0.04935,0.05806,0.11176,0.01887,0.03628,0.04209,0.03919,0.06386,0.03628,0.04499,0.07402,0.01016,0.01887,0.01453,0.00581,0.00436,0.0,0.00145,0.00145,0.00145,0.00436,0.00436,0.00436,0.3251,0.1393,0.1466,-0.0073,0.1567,0.2221,3,4.0431
sp|A6TFK4|SECB_KLEP7,secB,155,17190.12,4.233,47.159,0.0968,-0.1406,-13.742,0.09677,0.02581,0.04516,0.08387,0.05806,0.06452,0.0129,0.05161,0.01935,0.08387,0.02581,0.03871,0.04516,0.10323,0.02581,0.04516,0.07097,0.06452,0.00645,0.03226,0.0,0.00649,0.0,0.0,0.00649,0.0,0.0,0.0,0.0,0.0,0.3226,0.0581,0.129,-0.071,0.2581,0.2065,4,4.0976
tr|A6TFL5|A6TFL5_KLEP7,waaF,352,39239.87,8.143,49.091,0.0795,-0.1929,1.426,0.11932,0.01705,0.0483,0.0625,0.02273,0.06534,0.02557,0.0483,0.04545,0.11364,0.03125,0.03409,0.06818,0.03693,0.07102,0.05114,0.02273,0.05966,0.01989,0.03693,0.0114,0.0057,0.00285,0.0,0.0,0.00285,0.00285,0.0057,0.0,0.00285,0.3324,0.142,0.1108,0.0312,0.1449,0.2358,6,4.1217
tr|A6TFL6|A6TFL6_KLEP7,waaC,313,34868.28,8.716,37.055,0.0799,-0.262,1.846,0.14058,0.0,0.04792,0.0607,0.02875,0.0639,0.05112,0.04792,0.04153,0.10224,0.00958,0.01597,0.05112,0.05431,0.07348,0.04473,0.04473,0.07029,0.02556,0.02556,0.01603,0.00641,0.0,0.0,0.00321,0.0,0.0,0.00641,0.0,0.00321,0.3099,0.1661,0.1086,0.0575,0.1597,0.2492,0,4.035
sp|A6TG35|ATPE_KLEP7,atpC,139,15064.17,5.845,29.144,0.0432,-0.0871,-4.513,0.1223,0.0,0.04317,0.09353,0.01439,0.08633,0.04317,0.07914,0.07194,0.09353,0.03597,0.0,0.02878,0.05036,0.03597,0.05755,0.04317,0.07194,0.0,0.02878,0.00725,0.00725,0.0,0.0,0.00725,0.0,0.00725,0.0,0.00725,0.00725,0.3237,0.1511,0.1367,0.0144,0.1511,0.2662,0,3.9203
sp|A6TG39|ATPD_KLEP7,atpH,177,19530.28,4.956,31.104,0.0452,0.0277,-7.693,0.13559,0.0113,0.0565,0.09605,0.0339,0.03955,0.0113,0.0678,0.05085,0.10169,0.03955,0.0452,0.01695,0.0452,0.06215,0.0678,0.01695,0.0904,0.00565,0.00565,0.00568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01136,0.00568,0.3446,0.1243,0.1525,-0.0282,0.1751,0.2429,2,3.9606
sp|A6TG40|ATPF_KLEP7,atpF,154,17129.53,5.724,50.045,0.039,-0.2805,-1.757,0.19481,0.00649,0.05844,0.11039,0.01948,0.01948,0.0,0.09091,0.0974,0.07143,0.01948,0.02597,0.01299,0.07143,0.06494,0.03247,0.01948,0.06494,0.01299,0.00649,0.0,0.0,0.0,0.0,0.0,0.00654,0.01307,0.00654,0.01307,0.01961,0.2857,0.1623,0.1688,-0.0065,0.1494,0.2468,1,3.7453
sp|A6TG42|ATP6_KLEP7,atpB,266,29952.51,6.789,42.059,0.1316,0.8188,-1.378,0.05639,0.0,0.03008,0.02632,0.08271,0.06767,0.03759,0.09398,0.03759,0.15038,0.04887,0.03759,0.04887,0.02256,0.01504,0.06015,0.04511,0.09023,0.02632,0.02256,0.01887,0.00755,0.00377,0.00377,0.00377,0.0,0.00377,0.0,0.0,0.0,0.515,0.0902,0.0564,0.0338,0.1654,0.1842,0,4.0102
tr|A6TGC3|A6TGC3_KLEP7,ftsN,284,31903.55,9.541,50.838,0.0458,-0.9215,6.402,0.12324,0.00704,0.01761,0.07394,0.01761,0.05282,0.01761,0.03169,0.0493,0.05634,0.02817,0.03521,0.07394,0.16901,0.0669,0.02113,0.08099,0.0493,0.01761,0.01056,0.00707,0.00353,0.0,0.0,0.00707,0.00707,0.00707,0.0,0.00353,0.0,0.2113,0.1338,0.0915,0.0423,0.3063,0.1972,2,3.9227
tr|A6TGF1|A6TGF1_KLEP7,murI,260,28961.29,5.553,57.235,0.0731,0.0769,-5.672,0.10385,0.01538,0.02692,0.1,0.03846,0.05385,0.01538,0.04615,0.03077,0.13846,0.01538,0.02692,0.06923,0.02692,0.07692,0.03846,0.05385,0.08846,0.00769,0.02692,0.01931,0.01544,0.0,0.0,0.00386,0.00386,0.0,0.01158,0.00386,0.00386,0.3615,0.1231,0.1269,-0.0038,0.1462,0.1962,4,3.9958
tr|A6TGN3|A6TGN3_KLEP7,secE,127,13615.23,10.859,18.525,0.063,0.9488,5.315,0.14961,0.0,0.01575,0.03937,0.0315,0.07874,0.00787,0.09449,0.0315,0.13386,0.0315,0.01575,0.00787,0.01575,0.07087,0.0315,0.08661,0.12598,0.02362,0.00787,0.01587,0.00794,0.0,0.0,0.00794,0.0,0.0,0.0,0.0,0.0,0.4488,0.1102,0.0551,0.0551,0.1496,0.2598,0,3.7494
sp|A6TGN6|RL1_KLEP7,rplA,234,24744.31,9.644,4.049,0.0299,-0.1513,8.312,0.1453,0.0,0.05556,0.05128,0.01709,0.08547,0.00855,0.04701,0.09829,0.07265,0.02991,0.05556,0.02991,0.03846,0.04701,0.02991,0.05983,0.11538,0.0,0.01282,0.00858,0.00858,0.0,0.0,0.0,0.0,0.01288,0.0,0.0,0.00429,0.2949,0.1538,0.1068,0.047,0.1838,0.2607,0,3.8866
sp|A6TGN8|RL10_KLEP7,rplJ,165,17800.48,9.038,27.124,0.0545,0.0333,2.279,0.18788,0.00606,0.03636,0.09091,0.03636,0.05455,0.00606,0.0303,0.07273,0.09091,0.03636,0.01818,0.02424,0.02424,0.07273,0.03636,0.06061,0.09697,0.0,0.01818,0.0061,0.01829,0.0,0.0,0.0,0.0,0.0,0.0061,0.0,0.0,0.3091,0.1515,0.1273,0.0242,0.1394,0.2788,1,3.8407
tr|A6TGW0|A6TGW0_KLEP7,dnaB,471,52464.53,4.946,54.016,0.0531,-0.4217,-19.504,0.08705,0.0,0.07856,0.07856,0.02548,0.06369,0.01274,0.07219,0.03609,0.09554,0.02972,0.04246,0.04459,0.04883,0.08068,0.07431,0.04459,0.05732,0.00637,0.02123,0.00426,0.00638,0.0,0.0,0.00638,0.00213,0.00213,0.00213,0.00851,0.00426,0.3079,0.1295,0.1571,-0.0276,0.2102,0.2251,0,4.0514
sp|A6THB1|RS6_KLEP7,rpsF,131,15116.74,5.25,60.715,0.0687,-0.7397,-8.494,0.1145,0.0,0.0687,0.12214,0.03053,0.03817,0.0458,0.05344,0.03817,0.03817,0.05344,0.03817,0.03817,0.03053,0.0916,0.03817,0.05344,0.0687,0.00763,0.03053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02308,0.01538,0.0,0.2824,0.1756,0.1908,-0.0153,0.1603,0.1908,0,4.0502
sp|A6THB4|RL9_KLEP7,rplI,149,15792.88,6.16,16.246,0.047,0.0859,-1.653,0.16107,0.0,0.04027,0.08725,0.04027,0.07383,0.01342,0.04698,0.07383,0.08054,0.00671,0.0604,0.02013,0.03356,0.04698,0.04027,0.02685,0.14094,0.0,0.00671,0.00676,0.00676,0.00676,0.0,0.0,0.0,0.00676,0.00676,0.00676,0.0,0.3221,0.1342,0.1275,0.0067,0.1611,0.2752,0,3.7948
tr|A6THR4|A6THR4_KLEP7,trpS,335,37032.04,6.761,48.801,0.0448,-0.2081,-2.249,0.08358,0.01194,0.04478,0.0597,0.02388,0.06866,0.04776,0.04776,0.03881,0.13134,0.02687,0.03881,0.04478,0.06269,0.0597,0.05075,0.06866,0.06866,0.0,0.0209,0.01198,0.00299,0.0,0.0,0.00299,0.0,0.0,0.00299,0.0,0.00299,0.3194,0.1463,0.1045,0.0418,0.2209,0.203,4,4.0801
tr|A6THX3|A6THX3_KLEP7,dnaC,247,28473.45,8.73,44.824,0.0648,-0.5255,2.34,0.05668,0.01215,0.04049,0.09312,0.03239,0.06478,0.01619,0.06073,0.05668,0.09312,0.06478,0.06883,0.02024,0.04049,0.08907,0.06883,0.04049,0.04858,0.01215,0.02024,0.02439,0.0,0.0,0.0,0.0,0.0,0.0,0.00407,0.00407,0.00813,0.332,0.1619,0.1336,0.0283,0.2186,0.1903,3,4.1193
tr|A6TGT5|A6TGT5_KLEP7,lpxD,151,16241.36,6.084,26.918,0.0728,0.098,-1.771,0.06623,0.03311,0.05298,0.04636,0.03974,0.12583,0.01325,0.09272,0.02649,0.05298,0.01325,0.0596,0.03311,0.03311,0.06623,0.05298,0.04636,0.11258,0.01325,0.01987,0.00667,0.02667,0.0,0.0,0.0,0.0,0.0,0.00667,0.0,0.0,0.3444,0.106,0.0993,0.0066,0.1921,0.245,5,4.0671
tr|A6TH28|A6TH28_KLEP7,groEL,318,35284.61,5.018,36.889,0.0723,-0.1651,-12.553,0.05975,0.00314,0.08176,0.05975,0.03459,0.06289,0.01887,0.08805,0.05346,0.09119,0.01572,0.05031,0.04403,0.02201,0.05031,0.07547,0.06918,0.08176,0.00943,0.0283,0.00631,0.00946,0.0,0.0,0.00946,0.0,0.00946,0.0,0.01262,0.00315,0.3491,0.1226,0.1415,-0.0189,0.217,0.1981,1,4.0839
